Blog hanging	wednesday	travel	fit	size	bottom	grandma	grateful	west	photos	technology	dirty	cream	research	hahaha	details	dogs	kitchen	test	teacher	poor	pool	evening	heavy	american	obviously	similar	links	including	university	tuesday	http	liked	likes	movies	anymore	personal	omg	lovely	dear	afternoon	happening	father	talked	fuck	speaking	label	download	quickly	stuck	apartment	king	wrote	shirt	questions	expect	edit	g	married	joe	kinda	hurt	machine	twitter	theme	babies	current	winter	records	pop	act	ah	al	community	results	jesus	email	co	cd	ball	moments	comments	em	el	breakfast	classic	ahead	nights	march	click	till	ben	language	luck	im	www	daddy	died	skin	pink	gotta	safe	nose	students	search	blood	blogging	y	broken	six	national	center	bus	mp	mr	several	gift	chocolate	color	program	presentation	arrived	planning	brain	create	record	lord	easier	series	tree	shower	previous	son	sign	fish	death	continue	spring	un	uk	fresh	truth	daughter	beach	japan	created	cat	album	card	message	price	history	ya	stopped	usual	lines	based	strange	explain	disco	website	human	join	tears	artist	shop	nearly	members	train	actual	hospital	onto	report	focus	cook	unfortunately	ideas	college	nd	ladies	thursday	basically	v	hotel	mommy	problems	wall	whether	beauty	knowing	smell	truck	slow	complete	certain	consider	dress	currently	hoping	major	produced	upon	tickets	india	office	received	speak	reality	brown	honest	online	notice	building	stayed	beyond	bonus	youtube	mentioned	exactly	woke	bar	die	everybody	soul	stupid	mark	shopping	doctor	tour	collection	mention	south	unless	alive	quick	memory	review	reach	aren	various	amount	choose	conversation	chicken	english	lead	june	service	mouth	singer	cup	roll	choice	matt	pulled	internet	situation	singapore	learning	followed	entire	land	process	realize	web	sarah	coffee	l	john	nobody	hang	easily	musical	josh	update	non	gonna	tracks	station	feels	forgotten	lived	popular	michael	parts	headed	lose	library	star	somehow	performance	among	^	sleeping	enjoying	facebook	restaurant	que	happens	wedding	conference	level	posts	guitar	taste	wife	weight	peace	holiday	fear	feat	opening	wanna	perhaps	cake	episode	fair	possible	began	wondering	spot	vacation	image	passed	original	content	pics	action	keeping	science	information	w	session	recent	hello	standing	david	figured	stage	study	dj	dr	fight	interested	hell	indeed	okay	ground	husband	concert	article	media	ft	jordan	towards	wow	himself	noticed	ha	net	posting	points	items	form	shit	digital	fell	yummy	pain	videos	release	bunch	la	comment	latest	photo	bands	na	events	worse	worst	ten	tea	difficult	health	added	sharing	reasons	sort	cars	itself	example	rd	everywhere	adam	large	gold	cry	available	church	seemed	magic	challenge	system	dan	total	earlier	war	certainly	presented	truly	cannot	celebrate	damn	picked	data	admit	immediately	warm	dog	lazy	opportunity	dreams	managed	film	difference	public	simply	ran	f	apparently	mid	mix	lol	snow	radio	released	slowly	chinese	finding	rainy	remix	related	july	scared	exciting	below	ate	season	punk	sat	pages	org	chase	pieces	haha	law	eventually	holding	market	club	worry	albums	makeup	control	quality	became	japanese	lights	lyrics	daily	lake	everyday	laughing	further	particular	gotten	dancing	meeting	kill	entry	google	ourselves	favourite	sing	de	text	calling	general	helped	soft	j	changed	changes	driving	sky	bye	practice	window	ep	
Summer Lovin	2	9	2	3	1	1	21	5	2	4	0	0	6	2	0	0	3	4	6	0	6	6	4	1	1	1	3	0	3	0	7	1	11	4	5	1	2	0	1	1	4	0	1	8	0	2	0	0	8	0	8	3	2	8	3	0	0	0	8	1	4	1	4	0	0	4	0	0	0	1	1	3	0	2	0	2	2	3	0	6	0	0	4	0	13	0	1	4	0	0	1	3	1	14	0	1	0	2	2	9	1	0	3	0	2	3	5	0	3	0	3	8	1	0	0	2	10	4	3	2	0	1	8	2	0	1	1	2	4	2	10	0	2	7	14	1	0	4	1	0	2	0	2	9	0	0	1	0	5	2	0	1	2	6	2	2	0	0	1	1	1	1	8	2	1	1	1	4	3	2	4	1	0	0	5	9	5	3	2	11	12	7	2	3	0	3	4	0	5	1	1	5	3	1	2	0	11	1	2	0	0	0	11	0	1	3	0	0	1	8	1	6	3	0	2	0	0	1	1	6	1	1	1	1	2	7	7	2	8	0	2	3	0	5	4	1	0	1	16	0	0	2	1	6	0	0	0	2	2	1	1	3	0	0	2	0	1	0	1	3	9	5	1	1	0	1	0	1	0	0	3	0	0	1	3	1	0	0	3	1	0	2	0	1	3	11	0	3	2	3	0	0	0	3	0	1	6	0	4	4	12	2	0	1	1	9	2	1	11	1	0	3	1	0	3	1	3	2	4	0	3	13	0	6	0	1	4	0	1	0	0	2	2	0	2	3	2	4	2	0	0	0	2	0	3	0	2	6	20	7	1	0	1	1	0	5	1	0	1	1	1	1	2	0	0	0	8	7	2	0	2	0	0	1	1	5	0	5	3	1	2	0	1	2	2	2	2	2	4	3	0	3	1	6	2	1	0	4	1	14	1	4	0	0	3	3	1	1	0	0	4	0	5	0	3	0	6	1	6	11	1	4	1	0	2	2	0	0	13	0	0	1	1	0	5	0	0	0	0	1	1	0	1	0	3	2	0	13	6	0	8	0	0	1	0	4	7	0	4	1	4	27	0	4	0	1	4	0	4	0	3	4	2	8	1	0	3	8	4	3	0	0	6	0	5	1	1	3	3	8	2	0	0	1	7	2	2	2	0	0	
Skidmore Bluffs	0	2	0	0	4	0	0	1	0	9	0	0	0	0	0	0	1	3	1	0	2	0	0	1	0	1	1	0	0	1	2	2	1	0	0	1	1	1	9	1	0	0	1	1	0	0	0	2	0	1	1	1	4	1	1	2	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	1	1	0	0	1	0	1	0	34	0	0	0	1	0	9	0	0	0	0	1	1	0	0	0	2	0	0	0	1	0	0	1	0	2	4	0	0	0	0	1	0	1	0	0	1	0	0	2	2	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	1	3	1	1	2	0	1	0	0	1	1	0	4	0	0	0	0	0	0	2	0	2	0	0	4	0	0	0	1	1	1	6	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	2	1	2	2	0	1	0	1	0	0	0	1	0	2	1	0	0	0	1	0	1	0	2	3	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	3	1	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	3	1	2	5	1	0	2	0	0	2	0	0	3	2	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	3	0	1	0	2	3	0	2	1	0	0	2	0	16	0	5	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	2	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	2	1	3	3	0	0	2	0	0	0	0	0	0	0	1	0	0	0	18	0	0	0	0	0	0	2	1	2	0	1	0	3	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	3	2	0	0	0	0	0	0	0	0	3	1	0	2	1	0	4	1	0	0	0	0	1	1	0	0	0	1	1	0	1	0	2	0	0	0	1	0	1	1	1	1	0	0	0	1	2	0	1	0	0	0	3	0	0	0	1	16	0	1	1	0	0	0	0	1	1	0	0	0	0	
::: the meaning of oaks II :::	1	0	2	2	0	5	0	4	1	1	0	0	2	0	0	2	0	3	0	0	13	2	6	0	0	1	1	1	1	0	1	6	1	1	1	1	1	0	14	21	8	1	4	2	0	1	1	3	7	1	1	0	0	1	2	1	0	0	8	3	0	1	0	0	1	2	0	0	2	1	0	0	0	8	1	2	5	2	1	11	0	1	1	0	7	0	0	3	1	0	0	6	1	0	0	7	21	0	0	1	2	1	1	1	0	0	5	0	1	0	0	1	0	2	1	2	3	0	2	0	0	1	0	4	1	2	16	0	1	4	1	0	4	0	0	0	6	1	0	0	0	0	0	3	0	4	6	13	1	0	0	2	5	2	2	0	0	0	0	0	1	1	1	1	1	1	2	0	0	1	1	0	0	2	3	2	1	3	2	2	5	0	0	0	11	1	0	1	0	2	0	1	1	4	4	0	0	3	3	0	0	5	3	1	3	0	0	2	2	0	1	0	0	0	0	0	0	6	1	2	0	2	0	1	0	0	1	1	1	2	1	2	3	1	2	1	1	0	2	0	0	0	3	11	0	0	1	1	3	3	10	2	1	37	0	2	0	0	3	1	5	1	5	1	0	0	2	0	1	0	2	5	0	0	6	0	1	2	3	1	0	3	0	0	0	2	2	2	2	0	0	0	0	6	15	3	1	0	2	4	0	0	1	1	1	5	0	3	0	1	0	0	1	0	0	0	0	0	5	1	1	11	0	4	1	2	4	1	2	1	1	39	0	1	2	0	0	1	3	1	0	0	2	0	0	3	1	1	11	0	0	0	0	0	2	9	1	2	2	1	4	0	0	1	0	0	1	1	1	10	0	1	0	1	3	0	0	2	0	1	1	1	3	1	1	2	3	3	0	1	1	0	1	1	0	3	2	4	1	21	0	1	1	1	0	0	0	0	5	0	6	4	0	0	2	0	8	4	0	0	0	5	0	2	0	2	0	1	2	0	4	0	3	0	1	0	0	2	1	5	0	0	0	0	0	1	2	4	5	0	6	0	1	0	0	5	1	0	3	0	1	1	3	0	4	0	1	0	0	0	0	1	3	2	1	1	1	2	2	2	1	0	2	0	4	0	0	5	1	0	1	3	1	1	1	1	0	3	1	1	
Wish List Mom	2	57	3	4	5	1	0	2	0	3	0	0	0	1	0	3	0	4	0	1	0	2	3	0	2	0	0	0	1	0	0	3	1	0	1	1	0	1	3	3	1	2	0	0	0	0	0	1	1	1	0	0	3	1	1	0	0	1	0	1	0	3	0	0	1	0	1	2	0	0	0	0	0	1	11	0	1	3	1	2	0	1	0	0	3	0	0	2	0	0	4	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	19	1	2	1	0	1	1	0	0	0	8	4	0	13	0	0	4	0	1	0	0	2	0	0	2	0	21	1	1	0	5	2	0	0	0	1	27	3	0	2	1	0	7	0	5	0	0	2	4	0	1	0	0	0	4	0	4	3	0	4	0	1	1	0	0	3	0	2	5	1	1	0	4	3	3	0	0	0	0	0	1	0	0	0	3	0	1	1	1	0	6	1	2	0	0	0	2	0	1	0	1	6	1	0	3	1	0	0	0	0	0	0	1	0	5	0	4	0	0	2	12	4	3	1	0	0	1	0	0	0	0	0	1	0	2	2	0	4	0	0	2	0	0	1	1	1	0	1	1	2	1	0	0	0	2	0	1	1	1	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	1	1	1	0	2	2	0	0	1	0	3	0	0	1	3	4	1	0	0	0	1	0	1	1	0	0	20	0	5	1	0	0	0	0	4	0	2	0	1	0	1	10	0	0	1	0	0	0	0	3	0	0	1	1	0	0	6	0	12	0	0	0	0	3	0	0	0	1	17	1	0	1	0	0	1	0	0	1	0	0	2	0	3	0	0	0	1	2	1	0	0	7	0	1	1	3	0	0	0	0	2	0	0	0	7	1	0	1	1	0	0	2	2	1	0	3	0	0	1	0	0	0	2	4	0	0	0	1	1	0	0	1	0	0	6	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	4	0	0	1	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	1	1	0	2	1	0	0	0	1	1	1	3	0	0	0	0	3	0	2	2	0	0	
Higbee	10	17	3	6	14	5	6	15	0	24	1	5	12	3	0	3	3	14	2	8	6	6	26	1	5	0	2	5	6	0	114	0	4	13	4	2	3	0	11	7	8	3	11	4	0	5	0	1	6	7	8	1	0	7	2	0	0	0	9	319	0	2	3	0	4	10	2	4	0	4	1	0	0	1	0	1	1	1	2	3	4	9	0	0	5	1	3	6	1	4	0	178	9	3	0	0	5	6	3	18	1	3	5	0	2	4	7	1	4	5	13	5	3	0	5	9	5	17	8	4	0	4	12	2	2	11	3	3	1	31	12	3	2	9	7	2	1	15	0	0	3	0	5	15	0	1	5	2	14	3	4	3	0	14	1	2	0	6	6	0	2	2	1	8	1	2	2	2	8	3	18	2	3	2	3	17	3	5	1	1	11	2	3	13	0	1	5	3	0	3	8	5	3	4	7	1	12	7	8	8	0	2	1	0	17	9	2	4	4	4	12	6	6	13	1	2	1	7	4	7	1	3	5	0	0	2	27	2	4	3	9	3	1	4	19	7	4	4	4	2	6	0	15	8	0	0	4	2	5	1	6	10	3	2	10	5	3	0	5	1	30	1	2	7	1	8	1	2	1	3	14	2	1	10	3	1	5	0	1	4	3	15	2	0	5	15	6	9	4	5	0	0	0	16	3	5	0	0	1	25	2	3	9	3	4	6	3	2	8	4	2	5	0	3	8	5	7	4	15	6	2	15	0	3	2	4	0	1	9	0	2	1	1	3	2	4	1	6	2	1	0	15	2	2	0	0	15	3	13	0	2	0	0	0	0	16	10	16	0	1	7	2	5	3	0	3	11	8	2	2	3	1	0	1	4	24	0	0	1	12	4	42	3	11	0	6	5	0	2	6	0	3	0	8	2	1	0	4	0	12	6	5	9	1	4	5	0	0	0	0	7	3	6	0	17	0	8	5	7	2	2	1	3	10	1	0	4	1	12	1	12	1	0	1	21	1	1	1	0	8	4	0	2	5	2	9	1	7	20	0	12	1	0	0	9	0	5	2	9	4	3	6	0	4	2	1	3	0	9	0	7	6	10	10	3	3	3	18	4	1	1	3	3	0	3	0	1	7	3	7	1	0	2	8	13	0	0	2	3	0	
The Music Man's Blog	1	0	0	1	1	4	0	0	2	0	0	3	0	0	0	1	1	1	2	5	4	1	0	1	16	1	7	0	4	1	0	0	3	1	15	8	2	0	0	4	0	1	2	6	0	0	0	4	0	3	0	3	4	0	7	2	0	2	1	1	2	2	2	2	3	0	0	2	1	8	9	0	2	0	6	1	0	0	1	0	3	3	1	0	1	1	2	0	1	4	3	0	5	0	0	1	1	8	0	2	0	2	0	4	0	0	0	0	3	14	0	3	1	0	3	1	1	1	3	0	0	1	2	0	2	2	0	4	1	1	0	1	1	2	0	4	1	1	0	0	1	5	0	0	0	3	0	3	0	1	2	5	0	3	4	3	5	11	1	0	1	1	5	2	7	6	4	13	1	3	0	1	0	5	1	0	2	5	1	1	0	3	0	0	0	4	1	12	2	5	0	1	3	1	3	0	5	2	1	4	1	3	1	1	0	9	1	3	1	0	1	1	2	1	0	0	8	5	4	0	2	22	1	2	0	0	1	0	1	0	2	0	2	2	2	1	0	2	18	0	5	11	1	0	1	7	1	0	0	14	0	2	7	0	0	6	1	0	2	1	2	3	1	9	0	0	1	1	9	0	1	3	8	0	0	2	2	0	8	3	0	7	12	3	9	6	7	0	8	1	12	1	0	0	0	4	0	0	5	0	3	4	2	4	0	1	0	5	18	4	1	2	0	1	1	2	2	8	19	0	4	1	0	2	8	0	0	1	0	0	1	0	1	2	0	1	4	5	15	2	1	1	2	1	1	0	8	3	0	18	0	4	0	0	2	1	0	3	0	0	2	2	0	3	0	0	4	0	0	12	0	1	1	7	0	1	1	3	3	4	1	11	0	9	1	1	1	4	2	1	1	3	0	1	3	6	1	1	1	2	7	2	1	3	0	2	4	13	1	0	11	0	0	0	0	0	1	0	5	0	1	4	5	2	0	5	4	1	5	0	0	1	2	0	4	13	2	4	0	3	0	0	3	0	1	2	2	1	2	0	1	0	1	0	4	0	0	3	3	0	2	5	1	0	4	0	5	0	0	14	1	1	4	1	0	0	5	6	0	5	0	1	0	0	30	0	1	1	1	2	0	1	2	4	1	2	14	7	0	0	
is anyone out there???	8	2	1	11	7	4	2	3	3	1	0	17	3	1	0	1	0	19	4	3	7	0	5	3	1	4	1	0	2	2	3	0	7	5	7	5	7	0	7	0	6	4	5	8	0	4	1	0	14	9	0	5	3	20	8	7	0	0	4	0	0	8	8	0	1	0	1	3	0	29	2	2	1	2	0	2	0	1	0	3	1	4	0	0	9	1	5	1	1	0	0	32	1	8	0	0	0	1	0	2	1	4	13	4	0	1	0	0	5	4	1	2	24	0	0	33	5	4	16	3	3	10	5	2	3	3	0	3	1	5	10	1	28	15	3	4	6	0	0	0	0	7	37	1	1	2	20	0	2	2	1	0	1	18	5	4	1	12	13	0	0	0	0	1	1	4	0	1	4	1	0	8	0	1	4	6	6	11	0	1	3	5	0	6	1	5	4	7	1	6	4	29	5	7	2	1	4	1	10	0	0	1	2	0	22	2	0	2	4	2	0	9	3	3	0	0	0	12	10	8	3	4	1	0	2	4	7	29	2	0	11	0	5	3	6	1	0	6	12	3	3	1	11	2	4	0	0	4	9	0	2	4	4	0	16	5	10	0	5	4	6	0	1	8	0	42	0	0	0	0	2	0	1	0	1	3	1	0	3	3	13	3	0	0	4	5	3	10	1	6	0	1	0	4	2	3	2	0	6	8	0	0	1	2	7	4	0	0	1	1	0	1	0	7	4	1	6	14	1	14	4	6	0	6	0	1	0	0	2	2	4	0	0	0	8	9	0	22	0	0	0	18	2	3	0	1	36	2	66	4	1	0	0	0	4	10	0	19	8	0	1	2	5	1	0	0	3	1	2	0	1	0	0	4	0	1	0	0	0	10	4	7	0	3	0	15	2	9	5	7	2	9	0	4	0	16	0	1	0	30	12	2	1	8	0	1	3	1	1	0	1	1	0	0	10	0	9	7	2	1	0	4	7	2	1	3	6	0	22	0	21	0	6	0	14	2	0	1	0	9	0	0	1	0	2	5	1	5	3	0	26	0	0	0	1	0	1	6	6	0	3	9	0	0	3	0	1	1	2	1	3	1	4	20	2	1	8	0	6	4	3	0	6	0	1	0	2	8	2	4	0	0	5	2	20	0	1	7	14	0	
All Thumbs Reviews	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	0	0	2	0	0	0	0	6	0	0	0	0	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	9	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
El Antro JECJ (Musica, Noticias, Ocio y Entretenimiento)	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	2	1	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	11	0	0	2	0	0	7	0	3	0	0	6	0	0	0	0	0	0	0	0	1	19	0	0	3	0	1	3	0	0	0	2	152	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	3	0	93	2	2	0	0	0	17	8	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	4	1	1	13	2	0	47	0	1	2	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	23	0	1	0	1	0	0	0	0	3	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	15	0	0	0	0	2	2	1	5	0	1	0	1	3	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	9	0	0	0	0	0	0	0	2	0	0	1	0	0	11	2	0	1	0	2	3	0	5	4	1	0	1	0	0	0	8	0	0	1	0	4	0	0	0	0	0	0	0	0	107	0	0	0	1	0	1	0	0	0	4	0	1	28	0	5	0	1	0	1	0	0	0	0	0	0	0	3	0	0	2	0	1	0	2	3	0	0	0	1	0	0	0	2	3	3	0	5	0	0	0	0	0	0	0	5	4	0	1	0	0	8	0	0	0	0	0	0	0	1	0	0	1	2	0	183	0	0	0	0	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	7	0	0	0	0	0	4	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	4	0	0	5	0	0	3	0	1	0	0	0	8	0	0	0	0	1	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	414	0	0	0	0	0	6	0	0	0	1	0	0	1	8	
Blog	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	1	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	2	0	1	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	6	0	0	0	0	1	7	0	1	0	4	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	4	0	0	0	0	
Where Emotions Meet Words	2	1	0	1	1	2	0	2	4	12	0	6	1	1	41	2	0	0	9	23	3	2	0	7	0	4	0	0	1	1	0	6	1	3	17	22	7	8	1	2	4	4	3	0	0	3	0	2	2	6	0	1	7	2	15	2	2	1	3	0	11	4	0	1	1	3	1	2	0	0	4	10	0	0	8	5	3	0	1	17	2	3	0	2	1	0	2	0	2	7	14	21	0	3	0	12	0	2	4	3	5	1	0	7	3	2	8	0	6	3	1	1	3	0	5	0	3	1	0	1	1	2	9	1	0	2	20	1	2	0	5	2	3	9	0	3	11	0	0	0	1	8	2	2	0	2	3	3	1	5	1	5	4	3	11	1	5	0	1	0	0	4	10	2	3	2	1	0	4	1	4	1	0	6	2	4	1	4	13	0	0	9	3	2	2	7	0	17	4	8	4	0	3	2	7	2	1	9	11	3	0	9	1	0	0	3	3	2	0	1	2	2	3	2	4	0	8	3	4	9	0	5	1	0	30	1	1	8	0	0	8	0	6	1	1	2	2	2	7	0	2	2	9	2	15	4	1	8	5	1	4	0	3	0	1	6	2	8	1	0	3	2	3	2	0	2	0	0	2	1	7	4	10	0	14	4	32	0	0	3	0	0	3	4	2	0	22	0	2	13	8	0	2	11	0	3	1	0	2	1	0	0	6	6	6	4	5	0	2	0	0	3	15	5	2	2	5	5	2	3	5	0	2	2	3	3	1	6	2	4	2	4	7	2	8	2	3	2	0	18	0	3	7	5	20	0	56	1	0	0	0	2	0	2	4	6	0	4	0	2	3	14	0	27	4	0	2	0	11	6	1	1	2	1	8	10	4	0	11	3	4	2	0	0	6	3	2	3	3	0	7	7	9	0	0	0	2	1	0	23	2	1	0	4	0	2	3	1	4	0	7	2	1	51	0	1	8	0	1	0	21	2	4	3	0	3	2	2	2	0	1	8	3	81	0	1	0	4	19	7	0	0	1	8	19	2	5	2	10	1	3	0	1	0	1	19	1	2	2	0	0	6	0	0	2	0	8	2	0	7	5	0	5	9	3	2	7	4	3	3	0	1	2	9	6	0	0	2	1	3	5	1	2	1	1	2	15	3	0	0	
i will internalize	2	12	0	1	0	1	0	2	8	7	0	3	4	3	0	3	3	11	5	2	3	4	6	3	7	5	5	1	3	1	9	1	6	5	5	8	10	0	3	8	27	3	0	3	1	6	0	1	3	2	43	2	1	6	1	1	0	7	8	0	0	1	0	1	3	1	6	12	2	1	4	0	0	1	1	5	2	4	2	0	4	3	2	0	4	4	3	11	4	0	1	5	0	4	1	5	0	2	3	0	1	3	2	6	8	0	8	2	2	16	8	9	5	0	8	14	6	0	1	4	0	3	14	1	8	3	3	3	6	0	9	2	1	4	0	5	7	14	0	0	2	5	0	4	0	4	9	16	6	1	6	5	1	8	6	3	6	9	5	0	3	3	2	0	3	2	5	4	2	3	0	3	4	3	4	3	8	19	2	1	15	2	0	11	0	14	3	3	1	4	6	4	4	14	3	4	2	8	9	6	0	8	36	0	15	8	7	6	3	6	11	2	5	3	3	1	0	1	15	11	22	8	1	3	0	4	6	1	10	1	3	8	1	1	1	4	4	3	10	2	5	2	12	0	0	0	3	4	3	0	2	5	1	5	1	10	9	0	5	8	10	1	7	5	1	4	7	0	5	0	2	1	0	1	21	5	0	4	4	8	1	3	0	1	0	2	0	19	2	4	3	7	0	9	8	2	6	0	3	17	1	7	6	3	2	11	2	1	10	4	0	4	1	57	2	3	6	4	1	1	0	15	0	2	4	2	0	3	2	3	1	0	0	6	1	5	3	1	4	1	1	3	1	0	1	5	11	3	1	13	1	3	0	0	5	0	2	1	1	0	10	0	3	2	6	0	5	0	4	0	2	1	4	1	7	3	1	0	8	6	5	6	1	2	6	0	0	5	4	2	5	0	2	0	1	9	0	2	8	6	2	2	0	1	0	4	3	2	6	0	5	2	8	3	9	0	2	10	6	6	1	4	8	3	13	2	11	24	3	2	1	7	1	0	10	2	2	3	0	3	2	0	6	1	6	0	2	7	21	1	8	2	1	0	2	0	6	2	1	7	1	8	6	0	1	5	7	0	4	2	7	6	4	3	4	4	12	0	7	2	2	6	2	0	1	5	1	4	6	1	4	0	2	3	14	2	0	0	7	0	
